activity,group,duration,distance,steps,calories,record_id,summary_id
transport,transport,4552,25847,,,915,2089
transport,transport,2942,25130,,,916,2090
walking,walking,450,354,494,18,916,2091
walking,walking,421,327,537,16,917,2092
transport,transport,825,3232,,,917,2093
walking,walking,390,214,400,11,918,2094
transport,transport,2246,16392,,,918,2095
walking,walking,396,240,469,12,919,2096
transport,transport,2900,35117,,,919,2097
transport,transport,8541,76444,,,920,2098
walking,walking,393,264,518,13,920,2099
transport,transport,3526,28666,,,921,2100
walking,walking,270,164,327,8,921,2101
walking,walking,422,340,610,17,922,2102
transport,transport,2013,9617,,,922,2103
walking,walking,756,488,803,24,923,2104
transport,transport,3923,30051,,,923,2105
transport,transport,1466,14892,,,924,2106
walking,walking,30,21,41,1,924,2107
walking,walking,393,209,393,10,925,2108
walking,walking,524,338,666,17,926,2109
transport,transport,2454,26823,,,926,2110
walking,walking,786,510,881,25,927,2111
transport,transport,7613,77957,,,927,2112
walking,walking,957,667,1153,33,928,2113
transport,transport,4604,29529,,,928,2114
walking,walking,541,304,607,15,929,2115
transport,transport,4046,32392,,,929,2116
walking,walking,521,336,524,17,930,2117
transport,transport,2051,25480,,,930,2118
walking,walking,1080,892,1335,44,931,2119
transport,transport,27904,686308,,,931,2120
walking,walking,60,36,62,2,932,2121
walking,walking,1055,729,1101,36,933,2122
transport,transport,3107,27659,,,933,2123
walking,walking,330,210,344,10,934,2124
transport,transport,4185,38153,,,934,2125
walking,walking,834,595,1067,30,935,2126
transport,transport,5452,31371,,,935,2127
walking,walking,761,562,904,28,936,2128
transport,transport,3732,28361,,,936,2129
transport,transport,3120,25977,,,937,2130
walking,walking,450,416,627,21,937,2131
transport,transport,9483,139527,,,938,2132
walking,walking,1074,862,1345,43,938,2133
walking,walking,1320,988,1457,49,939,2134
transport,transport,2632,37492,,,939,2135
walking,walking,693,472,862,23,940,2136
transport,transport,2435,28210,,,940,2137
walking,walking,708,587,867,29,941,2138
transport,transport,6802,74926,,,941,2139
walking,walking,1385,960,1572,48,942,2140
transport,transport,4527,29830,,,942,2141
walking,walking,910,659,1057,33,943,2142
transport,transport,4433,27537,,,943,2143
walking,walking,1432,1051,1604,52,944,2144
transport,transport,2386,25726,,,944,2145
walking,walking,1160,896,1522,44,945,2146
transport,transport,3574,13392,,,945,2147
walking,walking,1843,1681,2137,83,946,2148
transport,transport,3095,27031,,,946,2149
walking,walking,1650,1657,2003,82,947,2150
transport,transport,3387,27270,,,947,2151
walking,walking,674,479,776,24,948,2152
transport,transport,8218,77481,,,948,2153
walking,walking,1239,1362,1737,68,949,2154
transport,transport,4024,30165,,,949,2155
walking,walking,1204,922,1526,46,950,2156
transport,transport,5686,44011,,,950,2157
walking,walking,2435,2096,2964,104,951,2158
transport,transport,1881,9551,,,951,2159
walking,walking,3668,3624,4825,180,952,2160
transport,transport,5704,49100,,,952,2161
walking,walking,473,318,513,16,953,2162
transport,transport,2618,17347,,,953,2163
walking,walking,2494,2546,3683,126,954,2164
transport,transport,1463,7117,,,954,2165
walking,walking,2901,2982,3976,148,955,2166
transport,transport,6671,73903,,,955,2167
walking,walking,3378,3332,4940,165,956,2168
transport,transport,1689,19467,,,956,2169
walking,walking,1956,1798,2676,89,957,2170
transport,transport,3515,42025,,,957,2171
walking,walking,3589,3362,5103,167,958,2172
transport,transport,3490,21257,,,958,2173
walking,walking,2107,2096,2907,104,959,2174
transport,transport,3327,22467,,,959,2175
walking,walking,2123,2963,3834,147,960,2176
walking,walking,2684,2948,3665,146,961,2177
transport,transport,391,2577,,,961,2178
walking,walking,2760,2729,3908,135,962,2179
transport,transport,5141,74789,,,962,2180
walking,walking,1651,1687,2663,84,963,2181
transport,transport,1763,16028,,,963,2182
walking,walking,1532,1216,1947,60,964,2183
transport,transport,5101,30755,,,964,2184
walking,walking,1585,1687,2320,84,965,2185
transport,transport,1477,6221,,,965,2186
walking,walking,2533,2650,3753,131,966,2187
transport,transport,4399,31604,,,966,2188
walking,walking,2972,3529,5385,175,967,2189
transport,transport,4138,41853,,,967,2190
walking,walking,3235,3591,5042,178,968,2191
transport,transport,718,6355,,,968,2192
walking,walking,1577,1638,2374,81,969,2193
transport,transport,4720,38509,,,969,2194
walking,walking,1315,1066,1858,53,970,2195
transport,transport,3425,21418,,,970,2196
walking,walking,1358,1169,1731,58,971,2197
transport,transport,2887,14692,,,971,2198
walking,walking,1860,1912,2765,95,972,2199
transport,transport,2415,16011,,,972,2200
walking,walking,1210,1142,1634,57,973,2201
transport,transport,4905,36634,,,973,2202
walking,walking,2531,3479,4516,173,974,2203
walking,walking,1601,1825,2522,91,975,2204
transport,transport,654,2595,,,975,2205
walking,walking,870,771,1132,38,976,2206
transport,transport,2865,21489,,,976,2207
walking,walking,1582,1456,2140,72,977,2208
transport,transport,3967,24562,,,977,2209
walking,walking,579,493,783,24,978,2210
transport,transport,8382,204517,,,978,2211
walking,walking,1774,1783,2444,88,979,2212
transport,transport,9487,209277,,,979,2213
walking,walking,1457,1314,1946,65,980,2214
transport,transport,1593,14673,,,980,2215
walking,walking,1853,1561,2401,77,981,2216
transport,transport,3173,23217,,,981,2217
walking,walking,1365,1354,2103,67,982,2218
transport,transport,4605,43531,,,982,2219
walking,walking,2571,2742,3883,136,983,2220
walking,walking,1407,1113,1869,55,984,2221
transport,transport,2956,23309,,,984,2222
walking,walking,1494,1735,2380,86,985,2223
transport,transport,1815,13671,,,985,2224
walking,walking,578,351,703,17,986,2225
cycling,cycling,1255,5578,,124,986,2226
transport,transport,1731,8033,,,986,2227
walking,walking,1144,1316,1725,65,987,2228
transport,transport,3668,24063,,,987,2229
walking,walking,1322,1107,1639,55,988,2230
transport,transport,3901,24524,,,988,2231
walking,walking,3533,3911,5174,194,989,2232
transport,transport,5545,39401,,,989,2233
walking,walking,4304,5324,7131,264,990,2234
walking,walking,3419,4662,5982,231,991,2235
transport,transport,5210,34187,,,991,2236
walking,walking,823,605,1041,30,992,2237
transport,transport,4006,20735,,,992,2238
walking,walking,2472,2560,3470,127,993,2239
transport,transport,5361,42498,,,993,2240
walking,walking,1200,1137,1666,56,994,2241
transport,transport,2890,17070,,,994,2242
walking,walking,1143,1067,1629,53,995,2243
transport,transport,5716,55525,,,995,2244
walking,walking,2551,2495,3421,124,996,2245
transport,transport,7095,54023,,,996,2246
walking,walking,3638,4107,5594,204,997,2247
transport,transport,829,5502,,,997,2248
walking,walking,1953,1849,2746,92,998,2249
transport,transport,5900,28801,,,998,2250
transport,transport,1295,9278,,,999,2251
walking,walking,1384,1439,1771,71,999,2252
walking,walking,513,329,638,16,1000,2253
transport,transport,1245,5971,,,1000,2254
walking,walking,994,747,1259,37,1001,2255
transport,transport,1844,31782,,,1001,2256
walking,walking,2044,2359,3180,117,1002,2257
transport,transport,1170,5409,,,1002,2258
walking,walking,1353,1449,1957,72,1003,2259
transport,transport,3365,20479,,,1003,2260
transport,transport,5112,36579,,,1004,2261
walking,walking,2029,1857,2915,92,1004,2262
walking,walking,4306,6788,7797,337,1005,2263
transport,transport,1104,8507,,,1005,2264
walking,walking,240,169,330,8,1006,2265
transport,transport,1280,10365,,,1006,2266
walking,walking,4385,6358,7577,315,1007,2267
transport,transport,1360,6081,,,1007,2268
walking,walking,390,276,542,14,1008,2269
walking,walking,525,407,647,20,1009,2270
transport,transport,820,5904,,,1009,2271
walking,walking,1578,1535,2187,76,1010,2272
transport,transport,4136,22188,,,1010,2273
walking,walking,180,102,194,5,1011,2274
transport,transport,2257,20032,,,1012,2275
walking,walking,1893,1777,2585,88,1012,2276
walking,walking,3937,6226,7424,308,1013,2277
walking,walking,960,740,1291,37,1014,2278
transport,transport,1573,13205,,,1014,2279
walking,walking,524,390,692,19,1015,2280
cycling,cycling,2219,10535,,232,1015,2281
walking,walking,4508,6789,8196,336,1016,2282
transport,transport,405,2605,,,1016,2283
running,running,210,459,482,28,1016,2284
walking,walking,6559,8624,10854,426,1017,2285
transport,transport,3461,17908,,,1017,2286
walking,walking,3062,3305,4225,163,1018,2287
walking,walking,1730,1572,2457,78,1019,2288
transport,transport,2080,15944,,,1019,2289
walking,walking,625,558,928,28,1020,2290
transport,transport,2441,16988,,,1020,2291
walking,walking,2267,2296,3288,114,1021,2292
transport,transport,2172,17859,,,1021,2293
walking,walking,110,68,128,3,1022,2294
cycling,cycling,4235,20526,,451,1022,2295
walking,walking,3278,3205,4430,158,1023,2296
transport,transport,5051,57004,,,1023,2297
walking,walking,1543,1574,2254,78,1024,2298
transport,transport,6335,46395,,,1024,2299
walking,walking,2916,2854,3859,141,1025,2300
transport,transport,2984,26579,,,1025,2301
walking,walking,5328,6527,8404,323,1026,2302
transport,transport,1982,17837,,,1026,2303
walking,walking,378,262,390,13,1027,2304
walking,walking,4185,6600,7936,326,1028,2305
transport,transport,276,1520,,,1028,2306
walking,walking,1562,1514,2241,75,1029,2307
transport,transport,4197,41596,,,1029,2308
transport,transport,1062,8539,,,1030,2309
walking,walking,1027,1034,1411,51,1030,2310
walking,walking,3875,4596,6226,227,1031,2311
transport,transport,5814,42595,,,1031,2312
walking,walking,3928,4017,5901,199,1032,2313
transport,transport,2179,14881,,,1032,2314
walking,walking,3755,3581,5501,177,1033,2315
transport,transport,3403,15878,,,1033,2316
walking,walking,2575,2621,4189,130,1034,2317
transport,transport,1733,11300,,,1034,2318
walking,walking,1377,975,470,48,1035,2319
transport,transport,2178,11292,,,1035,2320
walking,walking,3873,4038,5938,200,1036,2321
transport,transport,5421,36632,,,1036,2322
walking,walking,2601,2650,3684,131,1037,2323
transport,transport,1816,11437,,,1037,2324
walking,walking,3385,3457,4729,171,1038,2325
walking,walking,4091,4228,5880,209,1039,2326
transport,transport,1343,17391,,,1039,2327
cycling,cycling,168,1389,,30,1039,2328
walking,walking,3043,2779,4247,137,1040,2329
transport,transport,3765,36490,,,1040,2330
walking,walking,699,621,943,31,1041,2331
transport,transport,9561,184946,,,1041,2332
walking,walking,1118,966,1428,48,1042,2333
cross_country_skiing,,8807,13855,,758,1042,2334
transport,transport,212,916,,,1042,2335
walking,walking,968,988,1395,49,1043,2336
cross_country_skiing,,2985,4997,,272,1043,2337
transport,transport,8921,178511,,,1043,2338
walking,walking,632,568,869,28,1044,2339
transport,transport,1114,5284,,,1044,2340
walking,walking,2805,2780,4130,137,1045,2341
transport,transport,9445,65692,,,1045,2342
walking,walking,3481,3405,4743,168,1046,2343
transport,transport,3958,48111,,,1046,2344
walking,walking,3481,3644,4904,180,1047,2345
transport,transport,3687,26789,,,1047,2346
walking,walking,1886,1790,2747,88,1048,2347
transport,transport,2228,15690,,,1048,2348
walking,walking,3953,3933,5578,194,1049,2349
transport,transport,5772,67659,,,1049,2350
walking,walking,1589,1514,2220,75,1050,2351
cycling,cycling,5984,29237,,642,1050,2352
transport,transport,1380,7458,,,1050,2353
walking,walking,3292,3148,4948,156,1051,2354
transport,transport,4356,39001,,,1051,2355
walking,walking,2515,2447,3452,121,1052,2356
transport,transport,5275,33545,,,1052,2357
walking,walking,5006,5509,7550,272,1053,2358
transport,transport,1295,14312,,,1053,2359
walking,walking,4166,4546,6594,225,1054,2360
transport,transport,8469,71396,,,1054,2361
walking,walking,2129,2615,3526,129,1055,2362
walking,walking,2219,2073,2974,102,1056,2363
cycling,cycling,7599,39237,,858,1056,2364
transport,transport,1661,11008,,,1056,2365
walking,walking,149,109,219,5,1057,2366
walking,walking,990,1290,1525,64,1058,2367
transport,transport,1753,35898,,,1058,2368
walking,walking,498,334,671,17,1059,2369
transport,transport,2781,36517,,,1059,2370
walking,walking,877,735,1136,36,1060,2371
transport,transport,3366,38070,,,1060,2372
walking,walking,1455,1114,1984,55,1061,2373
transport,transport,4893,46333,,,1061,2374
walking,walking,2361,2091,3390,103,1062,2375
transport,transport,4331,41687,,,1062,2376
walking,walking,2206,2271,2458,112,1063,2377
walking,walking,1362,1046,1470,52,1064,2378
cycling,cycling,7080,34206,,752,1064,2379
transport,transport,1542,17019,,,1064,2380
walking,walking,845,797,1260,39,1065,2381
transport,transport,3844,40499,,,1065,2382
walking,walking,924,734,1366,36,1066,2383
transport,transport,7764,74884,,,1066,2384
walking,walking,2373,2702,3643,134,1067,2385
transport,transport,5346,39152,,,1067,2386
walking,walking,2105,2603,3340,129,1068,2387
transport,transport,4788,36181,,,1068,2388
walking,walking,1142,1010,1630,50,1069,2389
transport,transport,4668,35112,,,1069,2390
walking,walking,2308,2116,3349,105,1070,2391
transport,transport,4061,57477,,,1070,2392
walking,walking,766,777,1138,38,1071,2393
transport,transport,1035,9827,,,1071,2394
walking,walking,1538,1547,2344,76,1072,2395
transport,transport,3729,36856,,,1072,2396
walking,walking,1142,1008,1669,50,1073,2397
transport,transport,8365,77443,,,1073,2398
walking,walking,910,723,1302,36,1074,2399
transport,transport,5455,51400,,,1074,2400
walking,walking,1344,1197,2001,59,1075,2401
transport,transport,3795,35923,,,1075,2402
walking,walking,2128,1997,3046,99,1076,2403
transport,transport,6277,47239,,,1076,2404
walking,walking,4471,4411,6480,218,1077,2405
transport,transport,7179,102013,,,1077,2406
walking,walking,8708,10703,13540,529,1078,2407
transport,transport,1718,33574,,,1078,2408
walking,walking,2352,2825,4060,140,1079,2409
transport,transport,3389,34044,,,1079,2410
walking,walking,1036,939,1509,46,1080,2411
transport,transport,6310,73508,,,1080,2412
walking,walking,1564,1477,2309,73,1081,2413
transport,transport,4237,36478,,,1081,2414
walking,walking,932,692,1243,34,1082,2415
transport,transport,4360,35065,,,1082,2416
walking,walking,1707,1589,2347,79,1083,2417
transport,transport,7473,67588,,,1083,2418
walking,walking,1628,1721,2410,85,1084,2419
transport,transport,3234,24495,,,1084,2420
cycling,cycling,7466,40217,,877,1084,2421
walking,walking,2717,2741,3787,136,1085,2422
transport,transport,3429,27270,,,1085,2423
walking,walking,2777,2508,3932,124,1086,2424
transport,transport,3755,40044,,,1086,2425
walking,walking,1173,1061,1618,52,1087,2426
transport,transport,6925,74807,,,1087,2427
walking,walking,3388,3241,4602,160,1088,2428
transport,transport,4985,56409,,,1088,2429
walking,walking,1741,1478,2392,73,1089,2430
transport,transport,4130,54579,,,1089,2431
walking,walking,3204,3981,5440,197,1090,2432
transport,transport,4176,38288,,,1090,2433
walking,walking,1471,1440,2195,71,1091,2434
cycling,cycling,6173,27299,,604,1091,2435
transport,transport,1723,12859,,,1091,2436
walking,walking,662,766,1071,38,1092,2437
walking,walking,596,491,877,24,1093,2438
transport,transport,4423,37771,,,1093,2439
walking,walking,922,831,1270,41,1094,2440
transport,transport,4020,37174,,,1094,2441
walking,walking,835,875,1367,43,1095,2442
transport,transport,1751,14759,,,1095,2443
walking,walking,921,718,1351,35,1096,2444
transport,transport,4393,40388,,,1096,2445
walking,walking,369,266,536,13,1097,2446
transport,transport,2399,32878,,,1097,2447
walking,walking,2296,2088,3117,103,1098,2448
cycling,cycling,14189,78218,,1702,1098,2449
transport,transport,1465,11425,,,1098,2450
walking,walking,4188,6540,7259,323,1099,2451
transport,transport,821,2621,,,1099,2452
walking,walking,1625,1607,2469,79,1100,2453
cycling,cycling,817,3148,,71,1100,2454
transport,transport,4806,31043,,,1100,2455
walking,walking,1341,1118,1685,55,1101,2456
transport,transport,6731,81992,,,1101,2457
walking,walking,1595,1581,2468,78,1102,2458
transport,transport,5412,35222,,,1102,2459
cycling,cycling,332,553,,14,1102,2460
walking,walking,1802,1767,2662,87,1103,2461
cycling,cycling,1248,5739,,127,1103,2462
transport,transport,5228,34267,,,1103,2463
walking,walking,2158,2010,2995,99,1104,2464
transport,transport,5667,46681,,,1104,2465
walking,walking,2336,2555,2916,126,1105,2466
transport,transport,643,5057,,,1105,2467
walking,walking,4408,5849,7336,289,1106,2468
transport,transport,2006,15603,,,1106,2469
walking,walking,2589,2668,3750,132,1107,2470
transport,transport,2939,36763,,,1107,2471
walking,walking,1047,939,1566,47,1108,2472
transport,transport,7789,73786,,,1108,2473
walking,walking,667,548,970,27,1109,2474
transport,transport,3670,37108,,,1109,2475
walking,walking,1676,1603,2540,79,1110,2476
transport,transport,5291,44650,,,1110,2477
walking,walking,1160,1182,1798,58,1111,2478
transport,transport,3860,52901,,,1111,2479
walking,walking,2217,2455,3263,121,1112,2480
cycling,cycling,8048,42694,,932,1112,2481
walking,walking,1072,1009,1593,50,1113,2482
cycling,cycling,10340,53238,,1164,1113,2483
transport,transport,1430,13122,,,1113,2484
walking,walking,2309,2422,3846,120,1114,2485
transport,transport,2814,37741,,,1114,2486
walking,walking,613,552,903,27,1115,2487
cycling,cycling,210,584,,14,1115,2488
transport,transport,10782,72266,,,1115,2489
walking,walking,1335,1253,2000,62,1116,2490
transport,transport,3048,35735,,,1116,2491
walking,walking,957,635,1231,31,1117,2492
transport,transport,3436,39558,,,1117,2493
walking,walking,1210,1061,1724,52,1118,2494
transport,transport,3523,45958,,,1118,2495
walking,walking,5462,6447,8330,319,1119,2496
transport,transport,3340,30894,,,1119,2497
walking,walking,1640,1626,2423,80,1120,2498
walking,walking,1339,1192,1635,59,1121,2499
transport,transport,7527,34884,,,1121,2500
cycling,cycling,167,532,,12,1121,2501
walking,walking,2673,2602,3867,129,1122,2502
transport,transport,7933,72777,,,1122,2503
walking,walking,4533,5234,6841,259,1123,2504
cycling,cycling,6071,29080,,639,1123,2505
transport,transport,2542,16152,,,1123,2506
walking,walking,2384,2306,3388,114,1124,2507
transport,transport,6172,55351,,,1124,2508
walking,walking,637,550,933,27,1125,2509
cycling,cycling,666,2976,,66,1125,2510
transport,transport,4893,31784,,,1125,2511
walking,walking,1305,1288,1944,64,1126,2512
cycling,cycling,18813,101552,,2213,1126,2513
transport,transport,1910,15672,,,1126,2514
walking,walking,636,499,968,25,1127,2515
cycling,cycling,5891,30251,,662,1127,2516
transport,transport,2085,8865,,,1127,2517
walking,walking,2043,2164,2921,107,1128,2518
transport,transport,5468,30468,,,1128,2519
cycling,cycling,662,2874,,64,1128,2520
walking,walking,1785,1550,2374,77,1129,2521
transport,transport,9365,70168,,,1129,2522
cycling,cycling,547,2621,,58,1129,2523
walking,walking,2477,2341,3663,116,1130,2524
transport,transport,5125,46082,,,1130,2525
walking,walking,3473,3735,5352,185,1131,2526
transport,transport,25742,2359178,,,1131,2527
walking,walking,5509,6562,7478,324,1132,2528
transport,transport,6945,82315,,,1132,2529
walking,walking,5457,4888,7036,242,1133,2530
transport,transport,4603,47039,,,1133,2531
airplane,transport,10950,2051954,,,1134,2532
train,transport,3002,31761,,,1134,2533
transport,transport,8337,167843,,,1134,2534
walking,walking,3416,4043,5157,200,1134,2535
bus,transport,1018,4820,,,1134,2536
walking,walking,4564,4056,5320,201,1135,2537
transport,transport,3356,50607,,,1135,2538
airplane,transport,19095,3204969,,,1135,2539
walking,walking,3320,3211,4791,159,1136,2540
transport,transport,2683,29403,,,1136,2541
walking,walking,2581,2172,3431,107,1137,2542
walking,walking,8391,9231,12690,456,1138,2543
transport,transport,2931,44290,,,1138,2544
airplane,transport,17650,3205828,,,1138,2545
walking,walking,3668,3632,5783,180,1139,2546
cycling,cycling,1705,5935,,134,1139,2547
transport,transport,4961,28518,,,1139,2548
walking,walking,3923,4084,5815,202,1140,2549
transport,transport,2225,38277,,,1140,2550
walking,walking,3070,2894,3996,143,1141,2551
transport,transport,3173,22930,,,1141,2552
cycling,cycling,7412,37179,,815,1141,2553
walking,walking,928,758,1207,38,1142,2554
transport,transport,7772,36895,,,1142,2555
walking,walking,943,856,1274,42,1143,2556
cycling,cycling,3711,18275,,401,1143,2557
transport,transport,7051,53068,,,1143,2558
walking,walking,1394,1222,1924,60,1144,2559
cycling,cycling,5929,27434,,605,1144,2560
transport,transport,2704,15291,,,1144,2561
walking,walking,3156,3692,4879,183,1145,2562
transport,transport,5312,46327,,,1145,2563
walking,walking,2955,2976,4400,147,1146,2564
transport,transport,17496,232469,,,1146,2565
walking,walking,4995,5157,7022,255,1147,2566
walking,walking,1565,1488,1669,74,1148,2567
transport,transport,14618,223451,,,1148,2568
walking,walking,1413,1546,2125,76,1149,2569
transport,transport,6054,35126,,,1149,2570
cycling,cycling,188,591,,14,1149,2571
walking,walking,765,631,1026,31,1150,2572
transport,transport,9781,79306,,,1150,2573
cycling,cycling,193,416,,10,1150,2574
walking,walking,1394,1275,1670,63,1151,2575
transport,transport,3483,65798,,,1151,2576
cycling,cycling,203,591,,14,1151,2577
walking,walking,449,276,493,14,1152,2578
transport,transport,4470,36165,,,1152,2579
walking,walking,914,848,1235,42,1153,2580
transport,transport,4506,35398,,,1153,2581
walking,walking,321,210,424,10,1154,2582
cycling,cycling,10247,51352,,1125,1154,2583
walking,walking,1838,1670,2655,83,1155,2584
cycling,cycling,5205,25211,,554,1155,2585
transport,transport,3291,23415,,,1155,2586
walking,walking,674,536,817,26,1156,2587
transport,transport,6559,34417,,,1156,2588
walking,walking,1063,909,1258,45,1157,2589
cycling,cycling,947,3358,,76,1157,2590
transport,transport,8204,69473,,,1157,2591
walking,walking,2173,1927,2936,95,1158,2592
transport,transport,2943,39223,,,1158,2593
walking,walking,2323,2392,3276,118,1159,2594
transport,transport,4686,46762,,,1159,2595
walking,walking,3776,3684,5426,182,1160,2596
transport,transport,14430,254506,,,1160,2597
walking,walking,3799,3687,5416,182,1161,2598
transport,transport,2484,18397,,,1161,2599
walking,walking,5207,5185,7203,256,1162,2600
transport,transport,18924,278396,,,1162,2601
walking,walking,1082,1146,1728,57,1163,2602
cycling,cycling,16644,92853,,2019,1163,2603
transport,transport,575,5148,,,1163,2604
walking,walking,776,546,1016,27,1164,2605
transport,transport,7373,74915,,,1164,2606
walking,walking,1709,1801,2242,89,1165,2607
transport,transport,5036,43863,,,1165,2608
walking,walking,2332,2421,3327,120,1166,2609
transport,transport,4759,37936,,,1166,2610
walking,walking,1605,1572,2470,78,1167,2611
transport,transport,3244,42428,,,1167,2612
walking,walking,2916,3288,4386,163,1168,2613
cycling,cycling,21295,125995,,2729,1168,2614
transport,transport,3316,32442,,,1168,2615
walking,walking,1084,969,1504,48,1169,2616
cycling,cycling,6184,27722,,613,1169,2617
transport,transport,1039,7927,,,1169,2618
walking,walking,1503,1537,2031,76,1170,2619
transport,transport,5110,53619,,,1170,2620
walking,walking,1616,1460,2300,72,1171,2621
transport,transport,8251,68424,,,1171,2622
walking,walking,1067,842,1411,42,1172,2623
transport,transport,4433,37977,,,1172,2624
walking,walking,877,652,1034,32,1173,2625
transport,transport,5573,37159,,,1173,2626
walking,walking,1402,1321,2086,65,1174,2627
transport,transport,3871,37479,,,1174,2628
walking,walking,3758,3901,5722,193,1175,2629
transport,transport,7122,58522,,,1175,2630
walking,walking,1820,1661,2554,82,1176,2631
transport,transport,3275,22959,,,1176,2632
walking,walking,838,580,1048,29,1177,2633
transport,transport,4047,38693,,,1177,2634
walking,walking,3135,3365,4762,166,1178,2635
transport,transport,6985,72925,,,1178,2636
cycling,cycling,431,1614,,36,1178,2637
walking,walking,1291,991,1648,49,1179,2638
cycling,cycling,976,4064,,90,1179,2639
transport,transport,5467,31648,,,1179,2640
walking,walking,945,778,1307,38,1180,2641
cycling,cycling,2500,11750,,259,1180,2642
transport,transport,4444,26486,,,1180,2643
walking,walking,1827,1915,3049,95,1181,2644
transport,transport,3850,46033,,,1181,2645
walking,walking,1058,834,1227,41,1182,2646
transport,transport,1394,8855,,,1182,2647
walking,walking,2729,3076,4573,152,1183,2648
transport,transport,1273,8899,,,1183,2649
walking,walking,2397,2011,3704,99,1184,2650
transport,transport,3997,28859,,,1184,2651
walking,walking,2110,2280,3644,113,1185,2652
transport,transport,3581,36616,,,1185,2653
walking,walking,937,750,1268,37,1186,2654
transport,transport,5577,55099,,,1186,2655
walking,walking,2629,2874,4025,142,1187,2656
transport,transport,5066,36103,,,1187,2657
walking,walking,2250,2276,3400,113,1188,2658
transport,transport,5486,46116,,,1188,2659
walking,walking,1451,1343,2110,66,1189,2660
cycling,cycling,5600,27442,,602,1189,2661
transport,transport,4443,25577,,,1189,2662
walking,walking,1387,1224,1812,61,1190,2663
cycling,cycling,7670,39917,,872,1190,2664
transport,transport,5102,36443,,,1190,2665
walking,walking,1604,1955,2208,97,1191,2666
transport,transport,5084,30653,,,1191,2667
cycling,cycling,877,3456,,77,1191,2668
walking,walking,1367,1077,1730,53,1192,2669
transport,transport,6693,70751,,,1192,2670
walking,walking,4552,4536,6250,224,1193,2671
walking,walking,608,579,766,29,1194,2672
transport,transport,1943,7844,,,1194,2673
walking,walking,2552,3048,4097,151,1195,2674
transport,transport,1301,13526,,,1195,2675
walking,walking,5212,7766,9291,384,1196,2676
transport,transport,4958,69804,,,1196,2677
walking,walking,725,830,894,41,1197,2678
cycling,cycling,4210,25254,,547,1197,2679
walking,walking,221,157,285,8,1198,2680
transport,transport,3026,62996,,,1198,2681
walking,walking,2834,2986,4178,148,1199,2682
transport,transport,5042,56497,,,1199,2683
walking,walking,1849,1995,2846,99,1200,2684
transport,transport,5213,57738,,,1200,2685
walking,walking,1537,1268,1917,63,1201,2686
cycling,cycling,2642,11892,,263,1201,2687
transport,transport,3438,25628,,,1201,2688
walking,walking,1340,1183,1732,58,1202,2689
transport,transport,4749,50047,,,1202,2690
walking,walking,443,400,613,20,1203,2691
walking,walking,1738,1515,2431,75,1204,2692
transport,transport,4647,46668,,,1204,2693
cycling,cycling,4888,25739,,562,1204,2694
walking,walking,2390,2881,3582,142,1205,2695
transport,transport,4081,36919,,,1205,2696
walking,walking,489,345,639,17,1206,2697
cycling,cycling,5829,29574,,647,1206,2698
transport,transport,3854,18797,,,1206,2699
walking,walking,1307,1569,1919,78,1207,2700
transport,transport,3234,33486,,,1207,2701
walking,walking,2416,2358,3295,117,1208,2702
cycling,cycling,1574,7480,,165,1208,2703
transport,transport,4469,31988,,,1208,2704
walking,walking,1311,1094,1263,54,1209,2705
transport,transport,4246,45693,,,1209,2706
walking,walking,812,636,1150,31,1210,2707
cycling,cycling,16485,96505,,2092,1210,2708
transport,transport,2345,16421,,,1210,2709
walking,walking,1451,1342,2081,66,1211,2710
transport,transport,4256,74991,,,1211,2711
cycling,cycling,19228,107101,,2329,1211,2712
walking,walking,1566,1300,2109,64,1212,2713
transport,transport,4099,45827,,,1212,2714
walking,walking,723,543,959,27,1213,2715
transport,transport,6582,61331,,,1213,2716
walking,walking,1401,1396,2056,69,1214,2717
transport,transport,7311,50110,,,1214,2718
walking,walking,5480,5936,7620,294,1215,2719
transport,transport,2001,14205,,,1215,2720
walking,walking,1286,989,1276,49,1216,2721
transport,transport,6778,60002,,,1216,2722
walking,walking,2362,2613,3712,129,1217,2723
transport,transport,2191,15053,,,1217,2724
walking,walking,2741,3124,3888,154,1218,2725
transport,transport,2390,11475,,,1218,2726
cycling,cycling,616,467,,15,1218,2727
walking,walking,814,609,1030,30,1219,2728
transport,transport,4502,45118,,,1219,2729
walking,walking,1579,1601,2401,79,1220,2730
transport,transport,4792,44062,,,1220,2731
walking,walking,1702,1531,2717,76,1221,2732
transport,transport,5618,43820,,,1221,2733
walking,walking,1467,1424,2056,70,1222,2734
cycling,cycling,1969,10040,,220,1222,2735
walking,walking,1677,1971,2831,97,1223,2736
cycling,cycling,10418,55957,,1220,1223,2737
walking,walking,848,666,1048,33,1224,2738
transport,transport,7245,166009,,,1224,2739
transport,transport,11534,238799,,,1225,2740
walking,walking,389,390,536,19,1225,2741
walking,walking,453,303,593,15,1226,2742
transport,transport,3091,36941,,,1226,2743
walking,walking,1442,1279,1970,63,1227,2744
transport,transport,4107,35011,,,1227,2745
walking,walking,2280,1774,1614,88,1228,2746
transport,transport,3569,34717,,,1228,2747
walking,walking,1486,1287,1918,64,1229,2748
transport,transport,4857,37966,,,1229,2749
walking,walking,3917,3619,5190,179,1230,2750
transport,transport,3626,43328,,,1230,2751
walking,walking,4095,3969,6227,196,1231,2752
